HHSTFIPS,STFIPSnum,State,HBHUR,Urbanicity,TRPTRANS,Mode,TRPMILES_AVG,TRVL_MIN_AVG
39,39,OH,C,Second City,97,Other,8,17.5
39,39,OH,S,Suburban,-8,Don't Know,4,18.66666667
39,39,OH,S,Suburban,01,Car,6.927277643,15.45742092
39,39,OH,S,Suburban,02,Van,7.888479388,16.12285012
39,39,OH,S,Suburban,03,SUV,6.570634921,14.77142857
39,39,OH,S,Suburban,04,Pickup Truck,20.83512545,22.25
39,39,OH,S,Suburban,05,Other Truck,4,47
39,39,OH,S,Suburban,07,Motorcycle,1,10
39,39,OH,S,Suburban,09,Local Public Bus,-3.75,57.5
39,39,OH,S,Suburban,10,Commuter Bus,43.33333333,60
39,39,OH,S,Suburban,11,School Bus,4.632716049,25.16666667
39,39,OH,S,Suburban,18,street car/trolley,2,60
39,39,OH,S,Suburban,21,Airplane,600,296
39,39,OH,S,Suburban,22,Bicycle,2.148148148,15.75
39,39,OH,S,Suburban,23,Walk,0.679713805,12.8030303
39,39,OH,S,Suburban,24,Special transit -- people with disabilities,8.4,24
39,39,OH,S,Suburban,97,Other,4.031746032,17.14285714
39,39,OH,TC,Town & Country,01,Car,14.84142395,20.0461165
39,39,OH,TC,Town & Country,02,Van,8.611328125,16.69921875
39,39,OH,TC,Town & Country,03,SUV,10.7914028,18.09671848
39,39,OH,TC,Town & Country,04,Pickup Truck,12.26286463,23.3539823
39,39,OH,TC,Town & Country,05,Other Truck,57.88888889,51.13888889
39,39,OH,TC,Town & Country,07,Motorcycle,12.99444444,24.85
39,39,OH,TC,Town & Country,09,Local Public Bus,3.5,52.5
39,39,OH,TC,Town & Country,11,School Bus,5.492063492,25.51020408
39,39,OH,TC,Town & Country,14,Shuttle Bus,3,15
39,39,OH,TC,Town & Country,21,Airplane,1830,334
39,39,OH,TC,Town & Country,22,Bicycle,1.448559671,15.18518519
39,39,OH,TC,Town & Country,23,Walk,0.462820513,14.55384615
39,39,OH,TC,Town & Country,97,Other,12.36507937,24.57142857
39,39,OH,U,Urban,01,Car,8.846630237,17.59344262
39,39,OH,U,Urban,02,Van,6.05952381,15.32142857
39,39,OH,U,Urban,03,SUV,16.5335249,23.31896552
39,39,OH,U,Urban,04,Pickup Truck,7.944444444,30
39,39,OH,U,Urban,09,Local Public Bus,-1.2,54.2
39,39,OH,U,Urban,10,Commuter Bus,-0.888888889,29.28571429
39,39,OH,U,Urban,11,School Bus,7.125,25.625
39,39,OH,U,Urban,14,Shuttle Bus,1.037037037,23.33333333
39,39,OH,U,Urban,19,Taxicab,-8,20
39,39,OH,U,Urban,22,Bicycle,-0.544444444,20.7
39,39,OH,U,Urban,23,Walk,0.649176955,13.18518519
39,39,OH,U,Urban,97,Other,4,15
40,40,OK,C,Second City,01,Car,7.061936937,15.40202703
40,40,OK,C,Second City,02,Van,33.44600939,46.70422535
40,40,OK,C,Second City,03,SUV,10.99668325,19.03731343
40,40,OK,C,Second City,04,Pickup Truck,5.650793651,16.76190476
40,40,OK,C,Second City,05,Other Truck,70,77.5
40,40,OK,C,Second City,07,Motorcycle,7,12.25
40,40,OK,C,Second City,08,Light electric Vehicle (Golf Cart),0.222222222,10
40,40,OK,C,Second City,11,School Bus,0.541666667,24.5
40,40,OK,C,Second City,22,Bicycle,2.293650794,15.42857143
40,40,OK,C,Second City,23,Walk,0.629084967,15.97058824
40,40,OK,C,Second City,97,Other,0.555555556,5
40,40,OK,S,Suburban,01,Car,13.96441948,18.06741573
40,40,OK,S,Suburban,02,Van,4,10.42307692
40,40,OK,S,Suburban,03,SUV,8.497435897,14.13846154
40,40,OK,S,Suburban,04,Pickup Truck,7.636015326,16.62068966
40,40,OK,S,Suburban,06,RV,44,50
40,40,OK,S,Suburban,09,Local Public Bus,7,37
40,40,OK,S,Suburban,22,Bicycle,1.277777778,13.25
40,40,OK,S,Suburban,23,Walk,0.761904762,18
40,40,OK,TC,Town & Country,01,Car,11.81108898,18.95418327
40,40,OK,TC,Town & Country,02,Van,9.653846154,15.02564103
40,40,OK,TC,Town & Country,03,SUV,14.51616162,19.10454545
40,40,OK,TC,Town & Country,04,Pickup Truck,12.21336554,19.42995169
40,40,OK,TC,Town & Country,05,Other Truck,57.85714286,78.57142857
40,40,OK,TC,Town & Country,07,Motorcycle,9.162393162,12.92307692
40,40,OK,TC,Town & Country,08,Light electric Vehicle (Golf Cart),0.333333333,2
40,40,OK,TC,Town & Country,11,School Bus,6.722222222,17.4
40,40,OK,TC,Town & Country,14,Shuttle Bus,0.933333333,11
40,40,OK,TC,Town & Country,19,Taxicab,11.5,35
40,40,OK,TC,Town & Country,21,Airplane,596,222.5
40,40,OK,TC,Town & Country,22,Bicycle,0.888888889,10.33333333
40,40,OK,TC,Town & Country,23,Walk,0.218253968,13.76190476
40,40,OK,TC,Town & Country,97,Other,1,9.333333333
41,41,OR,C,Second City,01,Car,4.899106003,14.09195402
41,41,OR,C,Second City,02,Van,29.3015873,54.89285714
41,41,OR,C,Second City,03,SUV,3.31826742,9.372881356
41,41,OR,C,Second City,04,Pickup Truck,6.616588419,14.02816901
41,41,OR,C,Second City,22,Bicycle,7.625,44.875
41,41,OR,C,Second City,23,Walk,0.712842713,16.80519481
41,41,OR,C,Second City,97,Other,10.75,29
41,41,OR,S,Suburban,01,Car,7.369859515,16.01149425
41,41,OR,S,Suburban,02,Van,6.497126437,15.81896552
41,41,OR,S,Suburban,03,SUV,13.88733489,24.66433566
41,41,OR,S,Suburban,04,Pickup Truck,5.431481481,19.53333333
41,41,OR,S,Suburban,08,Light electric Vehicle (Golf Cart),1,38.33333333
41,41,OR,S,Suburban,09,Local Public Bus,4.888888889,33.375
41,41,OR,S,Suburban,10,Commuter Bus,3,20.75
41,41,OR,S,Suburban,11,School Bus,4.833333333,28.94444444
41,41,OR,S,Suburban,16,Commuter Train,20,60
41,41,OR,S,Suburban,18,street car/trolley,2,15
41,41,OR,S,Suburban,21,Airplane,2500,500
41,41,OR,S,Suburban,22,Bicycle,4.009259259,23.33333333
41,41,OR,S,Suburban,23,Walk,0.854938272,15.55555556
41,41,OR,TC,Town & Country,01,Car,8.249535489,15.05016722
41,41,OR,TC,Town & Country,02,Van,6.872685185,15.88541667
41,41,OR,TC,Town & Country,03,SUV,6.871506476,14.82822086
41,41,OR,TC,Town & Country,04,Pickup Truck,9.237992832,20.79354839
41,41,OR,TC,Town & Country,05,Other Truck,27.65656566,55.18181818
41,41,OR,TC,Town & Country,07,Motorcycle,-8,22
41,41,OR,TC,Town & Country,11,School Bus,6.535353535,29.31818182
41,41,OR,TC,Town & Country,15,Amtrak/inter city train,30,90
41,41,OR,TC,Town & Country,22,Bicycle,2.722222222,19.375
41,41,OR,TC,Town & Country,23,Walk,0.777777778,14.03409091
41,41,OR,TC,Town & Country,97,Other,0.027777778,20
41,41,OR,U,Urban,01,Car,8.569237148,20.55223881
41,41,OR,U,Urban,02,Van,7.461111111,19.55
41,41,OR,U,Urban,03,SUV,4.097222222,14.625
41,41,OR,U,Urban,04,Pickup Truck,5.269230769,15.38461538
41,41,OR,U,Urban,09,Local Public Bus,2.191919192,23.09090909
41,41,OR,U,Urban,11,School Bus,2,14.25
41,41,OR,U,Urban,22,Bicycle,-3.611111111,18.5
41,41,OR,U,Urban,23,Walk,0.828125,16.546875
41,41,OR,U,Urban,24,Special transit -- people with disabilities,110,130
42,42,PA,C,Second City,01,Car,5.235413496,15.96803653
42,42,PA,C,Second City,02,Van,8.932291667,28.328125
42,42,PA,C,Second City,03,SUV,9.066666667,18.97142857
42,42,PA,C,Second City,04,Pickup Truck,6.347222222,18.82142857
42,42,PA,C,Second City,05,Other Truck,0.666666667,10
42,42,PA,C,Second City,07,Motorcycle,11,27.5
42,42,PA,C,Second City,09,Local Public Bus,-8,32.5
42,42,PA,C,Second City,11,School Bus,13.33333333,36.66666667
42,42,PA,C,Second City,12,Charter/Tour Bus,324,360
42,42,PA,C,Second City,16,Commuter Train,15,27.5
42,42,PA,C,Second City,21,Airplane,350,75
42,42,PA,C,Second City,23,Walk,0.744152047,14.92105263
42,42,PA,C,Second City,97,Other,4.458333333,16.25
42,42,PA,S,Suburban,-1,Appropriate skip,10,35
42,42,PA,S,Suburban,01,Car,6.918224574,18.01375661
42,42,PA,S,Suburban,02,Van,7.606421356,17.37012987
42,42,PA,S,Suburban,03,SUV,9.102167183,18.81114551
42,42,PA,S,Suburban,04,Pickup Truck,6.576388889,16.125
42,42,PA,S,Suburban,05,Other Truck,6.436781609,10.10344828
42,42,PA,S,Suburban,07,Motorcycle,8.428571429,18.07142857
42,42,PA,S,Suburban,09,Local Public Bus,5.166666667,33.33333333
42,42,PA,S,Suburban,10,Commuter Bus,16,90
42,42,PA,S,Suburban,11,School Bus,4.49122807,17.42105263
42,42,PA,S,Suburban,14,Shuttle Bus,8,22.5
42,42,PA,S,Suburban,16,Commuter Train,12.51111111,40.8
42,42,PA,S,Suburban,17,Subway/elevated train,6.25,45
42,42,PA,S,Suburban,18,street car/trolley,8,29.5
42,42,PA,S,Suburban,22,Bicycle,1.494949495,15.54545455
42,42,PA,S,Suburban,23,Walk,0.5497558,14.06593407
42,42,PA,S,Suburban,97,Other,27.75,38.75
42,42,PA,TC,Town & Country,-8,Don't Know,-8,15
42,42,PA,TC,Town & Country,01,Car,10.95614035,21.44628695
42,42,PA,TC,Town & Country,02,Van,12.68429336,22.52974504
42,42,PA,TC,Town & Country,03,SUV,13.57777778,23.93676471
42,42,PA,TC,Town & Country,04,Pickup Truck,13.11592894,23.29810298
42,42,PA,TC,Town & Country,05,Other Truck,21.26126126,33.75675676
42,42,PA,TC,Town & Country,07,Motorcycle,11.83333333,22.5
42,42,PA,TC,Town & Country,09,Local Public Bus,5,51.66666667
42,42,PA,TC,Town & Country,11,School Bus,4.790697674,24.76744186
42,42,PA,TC,Town & Country,14,Shuttle Bus,16.5,31
42,42,PA,TC,Town & Country,19,Taxicab,12,67.5
42,42,PA,TC,Town & Country,21,Airplane,556,276.5
42,42,PA,TC,Town & Country,22,Bicycle,0.960784314,16.76470588
42,42,PA,TC,Town & Country,23,Walk,0.42432196,14.87795276
42,42,PA,TC,Town & Country,97,Other,43.63636364,61.72727273
42,42,PA,U,Urban,-8,Don't Know,-8,5
42,42,PA,U,Urban,01,Car,6.190982776,19.44072948
42,42,PA,U,Urban,02,Van,21.98611111,40.21153846
42,42,PA,U,Urban,03,SUV,1.919973545,16.19047619
42,42,PA,U,Urban,04,Pickup Truck,3.657407407,14.41666667
42,42,PA,U,Urban,08,Light electric Vehicle (Golf Cart),0.444444444,23
42,42,PA,U,Urban,09,Local Public Bus,4.164251208,36.82608696
42,42,PA,U,Urban,10,Commuter Bus,10,105
42,42,PA,U,Urban,11,School Bus,7,35
42,42,PA,U,Urban,14,Shuttle Bus,3.801587302,10.57142857
42,42,PA,U,Urban,17,Subway/elevated train,6.03968254,33.5
42,42,PA,U,Urban,18,street car/trolley,6,77.5
42,42,PA,U,Urban,19,Taxicab,3.5,12.5
42,42,PA,U,Urban,21,Airplane,1140,144
42,42,PA,U,Urban,22,Bicycle,1.444444444,15
42,42,PA,U,Urban,23,Walk,0.502178649,11.53921569
42,42,PA,U,Urban,97,Other,1.277777778,20
44,44,RI,C,Second City,01,Car,8.956228956,19.86868687
44,44,RI,C,Second City,02,Van,3.333333333,16.66666667
44,44,RI,C,Second City,03,SUV,7.875,20.875
44,44,RI,C,Second City,04,Pickup Truck,2.791666667,9.25
44,44,RI,C,Second City,10,Commuter Bus,15,90
44,44,RI,C,Second City,11,School Bus,3,20
44,44,RI,C,Second City,23,Walk,0.727272727,23.12121212
44,44,RI,C,Second City,24,Special transit -- people with disabilities,12,60
44,44,RI,C,Second City,97,Other,15,30
44,44,RI,S,Suburban,01,Car,6.976558266,17.52439024
44,44,RI,S,Suburban,02,Van,5.813756614,15.84761905
44,44,RI,S,Suburban,03,SUV,8.360243056,15.765625
44,44,RI,S,Suburban,04,Pickup Truck,14.87301587,21.37142857
44,44,RI,S,Suburban,05,Other Truck,5.6,19.6
44,44,RI,S,Suburban,09,Local Public Bus,40,97.5
44,44,RI,S,Suburban,11,School Bus,10.5,28.125
44,44,RI,S,Suburban,22,Bicycle,2.2,36
44,44,RI,S,Suburban,23,Walk,0.482323232,9.75
44,44,RI,S,Suburban,97,Other,11.33333333,33.83333333
44,44,RI,TC,Town & Country,01,Car,8.11474951,17.84382872
44,44,RI,TC,Town & Country,02,Van,17.17973856,24.91176471
44,44,RI,TC,Town & Country,03,SUV,5.886058033,14.33121019
44,44,RI,TC,Town & Country,04,Pickup Truck,10.25525526,19.2972973
44,44,RI,TC,Town & Country,11,School Bus,2.333333333,23.125
44,44,RI,TC,Town & Country,22,Bicycle,-5.259259259,14.33333333
44,44,RI,TC,Town & Country,23,Walk,0.093333333,9.94
44,44,RI,TC,Town & Country,97,Other,9,15
44,44,RI,U,Urban,-1,Appropriate skip,-3.833333333,11.25
44,44,RI,U,Urban,01,Car,6.625429553,16.3556701
44,44,RI,U,Urban,02,Van,2.882882883,13
44,44,RI,U,Urban,03,SUV,21.99537037,30.04166667
44,44,RI,U,Urban,04,Pickup Truck,2.643518519,9.083333333
44,44,RI,U,Urban,09,Local Public Bus,7.8,26
44,44,RI,U,Urban,10,Commuter Bus,-2.5,20
44,44,RI,U,Urban,11,School Bus,0.888888889,16.25
44,44,RI,U,Urban,16,Commuter Train,63,87.5
44,44,RI,U,Urban,19,Taxicab,12.5,20
44,44,RI,U,Urban,21,Airplane,1800,360
44,44,RI,U,Urban,23,Walk,0.083900227,8.265306122
44,44,RI,U,Urban,97,Other,1.62962963,15.83333333
45,45,SC,C,Second City,-1,Appropriate skip,-1,8.333333333
45,45,SC,C,Second City,-8,Don't Know,5.964285714,13.5
45,45,SC,C,Second City,01,Car,7.734305266,16.46682535
45,45,SC,C,Second City,02,Van,8.275853776,18.38383838
45,45,SC,C,Second City,03,SUV,11.21451814,19.69250646
45,45,SC,C,Second City,04,Pickup Truck,9.413181999,18.49641577
45,45,SC,C,Second City,05,Other Truck,32.23529412,44.94117647
45,45,SC,C,Second City,06,RV,149,330
45,45,SC,C,Second City,07,Motorcycle,9.333333333,35.83333333
45,45,SC,C,Second City,08,Light electric Vehicle (Golf Cart),0.861111111,25
45,45,SC,C,Second City,09,Local Public Bus,2,55
45,45,SC,C,Second City,11,School Bus,4.655172414,28.51724138
45,45,SC,C,Second City,14,Shuttle Bus,15.75,23.25
45,45,SC,C,Second City,19,Taxicab,3.25,15
45,45,SC,C,Second City,22,Bicycle,4.161616162,21.86363636
45,45,SC,C,Second City,23,Walk,0.431119311,14.74538745
45,45,SC,C,Second City,24,Special transit -- people with disabilities,10,64
45,45,SC,C,Second City,97,Other,3.457671958,18.38095238
45,45,SC,S,Suburban,-7,Refused,7.638888889,20
45,45,SC,S,Suburban,01,Car,8.142618874,17.91430131
45,45,SC,S,Suburban,02,Van,6.533535814,14.43735763
45,45,SC,S,Suburban,03,SUV,8.106967107,16.47902098
45,45,SC,S,Suburban,04,Pickup Truck,8.864048338,17.43806647
45,45,SC,S,Suburban,05,Other Truck,5,16.66666667
45,45,SC,S,Suburban,06,RV,3.714285714,10.71428571
45,45,SC,S,Suburban,07,Motorcycle,0.333333333,9.5
45,45,SC,S,Suburban,08,Light electric Vehicle (Golf Cart),1.4,22.4
45,45,SC,S,Suburban,09,Local Public Bus,5.818181818,63.90909091
45,45,SC,S,Suburban,11,School Bus,3.175213675,24.03846154
45,45,SC,S,Suburban,13,City to City Bus,115,195
45,45,SC,S,Suburban,19,Taxicab,18.875,41
45,45,SC,S,Suburban,20,Ferry,2,40
45,45,SC,S,Suburban,21,Airplane,120,45
45,45,SC,S,Suburban,22,Bicycle,0.238095238,11
45,45,SC,S,Suburban,23,Walk,0.628571429,14.78214286
45,45,SC,S,Suburban,97,Other,4.474074074,13.4
45,45,SC,TC,Town & Country,-1,Appropriate skip,-8,10
45,45,SC,TC,Town & Country,-7,Refused,7.019607843,15.47058824
45,45,SC,TC,Town & Country,-8,Don't Know,-0.869565217,20.60869565
45,45,SC,TC,Town & Country,01,Car,9.784112772,18.43910019
45,45,SC,TC,Town & Country,02,Van,9.871656232,19.10700057
45,45,SC,TC,Town & Country,03,SUV,10.3135861,18.4600802
45,45,SC,TC,Town & Country,04,Pickup Truck,11.12665691,20.29543791
45,45,SC,TC,Town & Country,05,Other Truck,45.11922597,60.31460674
45,45,SC,TC,Town & Country,06,RV,80.1875,107.25
45,45,SC,TC,Town & Country,07,Motorcycle,10.70598291,21.93846154
45,45,SC,TC,Town & Country,08,Light electric Vehicle (Golf Cart),1.31,9.48
45,45,SC,TC,Town & Country,09,Local Public Bus,7.474747475,32.72727273
45,45,SC,TC,Town & Country,10,Commuter Bus,3.805555556,47.5
45,45,SC,TC,Town & Country,11,School Bus,7.035314384,32.87209302
45,45,SC,TC,Town & Country,12,Charter/Tour Bus,46.5,76.85
45,45,SC,TC,Town & Country,14,Shuttle Bus,11.23703704,19.53333333
45,45,SC,TC,Town & Country,19,Taxicab,18.8,44.8
45,45,SC,TC,Town & Country,21,Airplane,324.375,221.2083333
45,45,SC,TC,Town & Country,22,Bicycle,0.943304843,16.69230769
45,45,SC,TC,Town & Country,23,Walk,0.528854436,14.17777778
45,45,SC,TC,Town & Country,24,Special transit -- people with disabilities,16.5,45.5
45,45,SC,TC,Town & Country,97,Other,12.31612586,24.62831858
46,46,SD,C,Second City,-8,Don't Know,19.28571429,34.28571429
46,46,SD,C,Second City,-9,Not Ascertained,-9,-9
46,46,SD,C,Second City,01,Car,5.862207963,13.70483712
46,46,SD,C,Second City,02,Van,4.626188536,11.40586797
46,46,SD,C,Second City,03,SUV,5.279038494,12.64599092
46,46,SD,C,Second City,04,Pickup Truck,11.08208736,23.84168865
46,46,SD,C,Second City,05,Other Truck,64.18253968,73.78571429
46,46,SD,C,Second City,06,RV,13,30
46,46,SD,C,Second City,07,Motorcycle,5,16.16666667
46,46,SD,C,Second City,09,Local Public Bus,0.857142857,67.85714286
46,46,SD,C,Second City,11,School Bus,12.73333333,28.33333333
46,46,SD,C,Second City,12,Charter/Tour Bus,7.2,25
46,46,SD,C,Second City,14,Shuttle Bus,2.5,20
46,46,SD,C,Second City,19,Taxicab,6.266666667,30
46,46,SD,C,Second City,21,Airplane,194.6666667,123.3333333
46,46,SD,C,Second City,22,Bicycle,2.878787879,21.04545455
46,46,SD,C,Second City,23,Walk,0.749134948,14.03114187
46,46,SD,C,Second City,24,Special transit -- people with disabilities,5,31.66666667
46,46,SD,C,Second City,97,Other,4.681818182,16.86363636
46,46,SD,S,Suburban,01,Car,7.607984934,15.94372881
46,46,SD,S,Suburban,02,Van,5.77412731,13.83162218
46,46,SD,S,Suburban,03,SUV,6.849473872,14.35152488
46,46,SD,S,Suburban,04,Pickup Truck,7.025735294,15.59191176
46,46,SD,S,Suburban,05,Other Truck,2.73015873,24.85714286
46,46,SD,S,Suburban,06,RV,5,8
46,46,SD,S,Suburban,07,Motorcycle,12.16666667,18.33333333
46,46,SD,S,Suburban,09,Local Public Bus,2.142857143,34.28571429
46,46,SD,S,Suburban,11,School Bus,6.733333333,28.33333333
46,46,SD,S,Suburban,14,Shuttle Bus,14.66666667,20
46,46,SD,S,Suburban,22,Bicycle,3.431623932,17.34615385
46,46,SD,S,Suburban,23,Walk,0.684587814,13.33333333
46,46,SD,S,Suburban,24,Special transit -- people with disabilities,0.777777778,10
46,46,SD,S,Suburban,97,Other,23.58333333,29.63888889
46,46,SD,TC,Town & Country,-1,Appropriate skip,0.5,3
46,46,SD,TC,Town & Country,-7,Refused,3,6
46,46,SD,TC,Town & Country,-8,Don't Know,-8,-1
46,46,SD,TC,Town & Country,01,Car,9.31911649,16.6525974
46,46,SD,TC,Town & Country,02,Van,8.684349135,14.9255079
46,46,SD,TC,Town & Country,03,SUV,10.97383282,18.24838941
46,46,SD,TC,Town & Country,04,Pickup Truck,10.54705257,18.45768948
46,46,SD,TC,Town & Country,05,Other Truck,30.70242656,41.5862069
46,46,SD,TC,Town & Country,07,Motorcycle,11.07004831,18.02173913
46,46,SD,TC,Town & Country,08,Light electric Vehicle (Golf Cart),1.044444444,6.6
46,46,SD,TC,Town & Country,09,Local Public Bus,1.361111111,5.75
46,46,SD,TC,Town & Country,11,School Bus,6.782222222,30.58666667
46,46,SD,TC,Town & Country,12,Charter/Tour Bus,8.666666667,23.33333333
46,46,SD,TC,Town & Country,14,Shuttle Bus,5.428571429,22.71428571
46,46,SD,TC,Town & Country,16,Commuter Train,-8,63.33333333
46,46,SD,TC,Town & Country,17,Subway/elevated train,20,120
46,46,SD,TC,Town & Country,19,Taxicab,4.5,12.5
46,46,SD,TC,Town & Country,21,Airplane,479.3333333,165
46,46,SD,TC,Town & Country,22,Bicycle,0.996233522,11.33898305
46,46,SD,TC,Town & Country,23,Walk,0.495909437,11.15582192
46,46,SD,TC,Town & Country,97,Other,18.88501292,25.72093023
47,47,TN,C,Second City,-8,Don't Know,-8,7
47,47,TN,C,Second City,-9,Not Ascertained,-9,20
47,47,TN,C,Second City,01,Car,7.718597803,16.21202854
47,47,TN,C,Second City,02,Van,8.014470284,18.87906977
47,47,TN,C,Second City,03,SUV,9.095863527,19.13858696
47,47,TN,C,Second City,04,Pickup Truck,4.860623782,14.30701754
47,47,TN,C,Second City,05,Other Truck,89,99.14285714
47,47,TN,C,Second City,07,Motorcycle,15.66666667,21.66666667
47,47,TN,C,Second City,09,Local Public Bus,4.9,27.65
47,47,TN,C,Second City,10,Commuter Bus,3.888888889,55.8
47,47,TN,C,Second City,11,School Bus,3.55,25
47,47,TN,C,Second City,14,Shuttle Bus,10,50
47,47,TN,C,Second City,18,street car/trolley,0.444444444,-1
47,47,TN,C,Second City,21,Airplane,-8,300
47,47,TN,C,Second City,22,Bicycle,1.333333333,10.83333333
47,47,TN,C,Second City,23,Walk,0.49351176,12.22627737
47,47,TN,C,Second City,24,Special transit -- people with disabilities,1,15
47,47,TN,C,Second City,97,Other,5.385185185,26.93333333
47,47,TN,S,Suburban,-8,Don't Know,19.84259259,23.16666667
47,47,TN,S,Suburban,01,Car,9.063151927,17.4707483
47,47,TN,S,Suburban,02,Van,14.24563242,22.94654088
47,47,TN,S,Suburban,03,SUV,9.295546079,17.6652452
47,47,TN,S,Suburban,04,Pickup Truck,13.43843844,19.87258687
47,47,TN,S,Suburban,05,Other Truck,142,166.25
47,47,TN,S,Suburban,09,Local Public Bus,-8,-1
47,47,TN,S,Suburban,11,School Bus,4.166666667,21.61111111
47,47,TN,S,Suburban,12,Charter/Tour Bus,16,105
47,47,TN,S,Suburban,16,Commuter Train,15,45
47,47,TN,S,Suburban,19,Taxicab,11,20
47,47,TN,S,Suburban,21,Airplane,222.6,133.2
47,47,TN,S,Suburban,22,Bicycle,0.873015873,12
47,47,TN,S,Suburban,23,Walk,0.425727867,13.41176471
47,47,TN,S,Suburban,97,Other,52.85714286,69.28571429
47,47,TN,TC,Town & Country,-1,Appropriate skip,3.428571429,30
47,47,TN,TC,Town & Country,-7,Refused,3.805555556,20.9
47,47,TN,TC,Town & Country,-8,Don't Know,4.727272727,16.27272727
47,47,TN,TC,Town & Country,01,Car,10.98442376,19.92737244
47,47,TN,TC,Town & Country,02,Van,10.20575516,18.29041916
47,47,TN,TC,Town & Country,03,SUV,10.74073307,19.65312889
47,47,TN,TC,Town & Country,04,Pickup Truck,12.54970641,21.48170732
47,47,TN,TC,Town & Country,05,Other Truck,43.8700565,65.54237288
47,47,TN,TC,Town & Country,07,Motorcycle,32.86486486,50.51351351
47,47,TN,TC,Town & Country,08,Light electric Vehicle (Golf Cart),0.333333333,5
47,47,TN,TC,Town & Country,09,Local Public Bus,3,45
47,47,TN,TC,Town & Country,11,School Bus,7.160220994,30.59668508
47,47,TN,TC,Town & Country,12,Charter/Tour Bus,18,31.42857143
47,47,TN,TC,Town & Country,14,Shuttle Bus,10.34126984,29.35714286
47,47,TN,TC,Town & Country,19,Taxicab,10,15
47,47,TN,TC,Town & Country,21,Airplane,265.7142857,172.7142857
47,47,TN,TC,Town & Country,22,Bicycle,-0.086894587,19.66666667
47,47,TN,TC,Town & Country,23,Walk,0.473907183,14.57192374
47,47,TN,TC,Town & Country,24,Special transit -- people with disabilities,10.14285714,24.85714286
47,47,TN,TC,Town & Country,97,Other,10.80555556,25.72916667
47,47,TN,U,Urban,01,Car,8.900665643,16.84331797
47,47,TN,U,Urban,02,Van,7.555555556,18
47,47,TN,U,Urban,03,SUV,7.094881398,16.02247191
47,47,TN,U,Urban,04,Pickup Truck,3.869731801,12.65517241
47,47,TN,U,Urban,09,Local Public Bus,0.333333333,30
47,47,TN,U,Urban,12,Charter/Tour Bus,126.6666667,141.6666667
47,47,TN,U,Urban,14,Shuttle Bus,3,52.5
47,47,TN,U,Urban,23,Walk,0.785714286,14.14285714
48,48,TX,-9,,04,Pickup Truck,11,25
48,48,TX,C,Second City,-1,Appropriate skip,1.722222222,8.5
48,48,TX,C,Second City,-7,Refused,0.96,8.84
48,48,TX,C,Second City,-8,Don't Know,8.5,22.82142857
48,48,TX,C,Second City,01,Car,7.771574169,16.76030774
48,48,TX,C,Second City,02,Van,7.068661102,16.33536157
48,48,TX,C,Second City,03,SUV,8.211362148,16.80124427
48,48,TX,C,Second City,04,Pickup Truck,8.941695366,18.54232373
48,48,TX,C,Second City,05,Other Truck,63.69265233,63.84677419
48,48,TX,C,Second City,06,RV,59.5,250
48,48,TX,C,Second City,07,Motorcycle,9.623188406,21.89855072
48,48,TX,C,Second City,08,Light electric Vehicle (Golf Cart),0.703703704,19.66666667
48,48,TX,C,Second City,09,Local Public Bus,7.260846561,51.27619048
48,48,TX,C,Second City,10,Commuter Bus,13.2962963,39.14285714
48,48,TX,C,Second City,11,School Bus,3.956338028,25.89577465
48,48,TX,C,Second City,12,Charter/Tour Bus,128.8359788,205.047619
48,48,TX,C,Second City,13,City to City Bus,206.6666667,160
48,48,TX,C,Second City,14,Shuttle Bus,9.737654321,46.86111111
48,48,TX,C,Second City,15,Amtrak/inter city train,300,260
48,48,TX,C,Second City,16,Commuter Train,22.73333333,72.26666667
48,48,TX,C,Second City,17,Subway/elevated train,3.692307692,75.38461538
48,48,TX,C,Second City,19,Taxicab,6.142222222,17.72
48,48,TX,C,Second City,21,Airplane,574.5350877,189.3684211
48,48,TX,C,Second City,22,Bicycle,1.888280616,20.11313869
48,48,TX,C,Second City,23,Walk,0.525395145,13.918461
48,48,TX,C,Second City,24,Special transit -- people with disabilities,-2.368888889,45.84
48,48,TX,C,Second City,97,Other,15.18091914,30.86910995
48,48,TX,S,Suburban,-1,Appropriate skip,1.166666667,16.66666667
48,48,TX,S,Suburban,-7,Refused,5.908289242,16.46031746
48,48,TX,S,Suburban,-8,Don't Know,4.347826087,27.86956522
48,48,TX,S,Suburban,-9,Not Ascertained,-8.75,15
48,48,TX,S,Suburban,01,Car,9.452315573,18.95753687
48,48,TX,S,Suburban,02,Van,10.60490825,19.51490801
48,48,TX,S,Suburban,03,SUV,9.224537838,17.56848841
48,48,TX,S,Suburban,04,Pickup Truck,10.03886218,19.66586538
48,48,TX,S,Suburban,05,Other Truck,31.49099099,35.30405405
48,48,TX,S,Suburban,06,RV,96,120
48,48,TX,S,Suburban,07,Motorcycle,18.05764411,29.13533835
48,48,TX,S,Suburban,08,Light electric Vehicle (Golf Cart),1.169082126,9.391304348
48,48,TX,S,Suburban,09,Local Public Bus,7.266577061,47.25
48,48,TX,S,Suburban,10,Commuter Bus,4.594017094,51.38461538
48,48,TX,S,Suburban,11,School Bus,4.995030809,25.02862254
48,48,TX,S,Suburban,12,Charter/Tour Bus,41.59259259,127.1111111
48,48,TX,S,Suburban,13,City to City Bus,130.7777778,290.3333333
